id,guid,name,katWasSum,latitude,longitude,einsAktiv,einsDeutschlandweit,ort,autoLfNr,refLfNrTraeger,validierung,einsKeineNeuenKlienten,einsGeoeffnetDurchgehend,einsGeoeffnetNachVereinbarung,neueKlientenApi,art,typ,strasse,hausnummer,zusatz,plz,fax,telefon,email,homePage,beschreibung,zielgruppen,oeffnungszeiten,arbeitszeiten,landkreis,kat_Verfuegbarkeit,quelle,modifiedBy,createdBy,Kat_Diagnosen,Kat_Konstellation,Kat_Kosten,Kat_PersonRolle,Kat_Sprache,Kat_Themen,Kat_Was,Kat_WasDetail,Kat_Zielgruppe,Kat_Ort,Öffnungszeiten_Montag,Öffnungszeiten_Dienstag,Öffnungszeiten_Mittwoch,Öffnungszeiten_Donnerstag,Öffnungszeiten_Freitag,Öffnungszeiten_Samstag,Öffnungszeiten_Sonntag,Themen,Kat_Haeufigkeit,Kat_Barriere,Kat_PersonAlter
242,7f7372a1-8e46-4dae-ae74-efc16444531f,Psychosoziale Kontaktstelle Halle,Beratung,51.48236405,11.965898362994288,True,False,Halle,F11094,F11094,updated mehr,False,False,False,,Sonstig,,Talamtstraße,1,,06108,,0345 6823842/43 ,stadtinselverein@t-online.de,https://www.stadtinsel-halle.de/beratung,,,,,,,,,,,Nur Du; In einer Gruppe,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme,Beratung,Allgemeine Beratung,Betroffene,Vor Ort,08:00:00-18:00:00,08:00:00-18:00:00,08:00:00-18:00:00,08:00:00-18:00:00,08:00:00-14:00:00,Geschlossen,Geschlossen,,,,
244,e76f95ce-484b-4865-bd18-6a9d893ced49,Sozialpsychiatrischer Dienst Halle,Beratung,51.484454099999994,11.9739978223545,True,False,Halle,F11096,F11096,updated Kleinigkeiten,False,False,False,,Sonstig,,Hansering,19,,06108,,0345 204-3349 / -3407,gesundheitsamt@saalekreis.de,http://www.saalekreis.de/de/sozialpsychiatrischer-dienst/organisationseinheit/12/sg_sozialpsychiatrischer_dienst.html,,,,,,,,,,,Nur Du,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme,Beratung,Sozialpsychiatrische Dienste,Betroffene,"Vor Ort; Bei Dir (""aufsuchend"")",Geschlossen,08:00:00-12:00:00,Geschlossen,08:00:00-12:00:00,Geschlossen,Geschlossen,Geschlossen,,,,
245,467d5e9e-49e0-4372-98c2-6c2d42d17c04,AWO Psychiatriezentrum Halle Fachkrankenhaus für Psychiatrie und Psychotherapie,Psychiatrische Behandlung,51.472903,11.917283568034883,True,False,Halle,F11098,F11098,updated Kleinigkeiten,False,False,False,,Sonstig,,Zscherbener Str.,11,,06124,,0345 6922-0,info.pzh@awo-sachsenanhalt.de,https://www.awo-sachsenanhalt.de/angebote/patienten-und-gesundheit/einrichtungen/awo-psychiatriezentrum-halle.html,,,,,,,,,,,In einer Gruppe; Nur Du,Durch Krankenkasse (anteilig) möglich,,Deutsch,Psychische Probleme,Psychiatrische Behandlung,Stationäre und teilstationäre Angebote; Ambulante Angebote,Betroffene; Erwachsene,Vor Ort,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
246,2086525f-3d53-4347-8f8c-e60e8a7614d5,Telefonseelsorge Halle/Saale,Beratung,51.4802923,11.9760058,True,False,Halle/Saale,F11099,F11099,updated mehr,False,False,False,,Sonstig,,,,,06017,,0800 – 111 0 111 / 0800 - 111 0 222,ts.halle@t-online.de,http://www.telefonseelsorge-halle.de/,,,,,,,,,,,Nur Du,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme,Beratung,Allgemeine Beratung,Betroffene; Angehörige,Online / Digital / Telefonisch,12:00:00-15:00:00,08:00:00-14:00:00,08:00:00-14:00:00,08:00:00-14:00:00,08:00:00-12:00:00,Geschlossen,Geschlossen,,,,
247,41603748-5180-45da-9cb1-6b496f2a32a1,Spezialisierte Familienhilfe Seelensteine Halle (Saale),Beratung,51.45430055,11.987577569612352,True,False,Halle,F11100,F11100,updated Kleinigkeiten,False,False,False,,Sonstig,,Merseburger Str.,237,,06130,,0345/6783767,seelensteine-halle@twsd.de,http://www.seelensteine.org/,,,,,,,,,,,Nur Du,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme; Depression,Beratung,Allgemeine Beratung,Betroffene; Angehörige; Kinder; Jugendliche; Erwachsene,"Vor Ort; Bei Dir (""aufsuchend"")",Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
248,2a430dd6-b676-4238-b418-ca86caaf327e,Sozialpsychiatrischer Dienst Hauptstelle Merseburg,Beratung,51.3622386,11.9996423,True,False,Merseburg,F11101,F11101,updated Kleinigkeiten,False,False,False,,Sonstig,,Oberaltenburg,4b,,06217,,"03461 40-1710, -1712, -1714, -1713",gesundheitsamt@saalekreis.de,http://www.saalekreis.de/de/sozialpsychiatrischer-dienst/organisationseinheit/12/sg_sozialpsychiatrischer_dienst.html,,,,,Saalekreis,,,,,,Nur Du,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme,Beratung,Sozialpsychiatrische Dienste,Betroffene; Angehörige,"Vor Ort; Bei Dir (""aufsuchend"")",Geschlossen,08:00:00-12:00:00,Geschlossen,08:00:00-12:00:00,Geschlossen,Geschlossen,Geschlossen,,,Rollstuhlgerecht,
250,f6eda412-d420-43f0-96a0-9afadd85ec42,Tagesstätte für Menschen mit psychischer Beeinträchtigung Leuna,Freizeit- und Arbeitsangebote,51.3300443,12.0073941,True,False,Leuna,F11106,F11106,updated Kleinigkeiten,False,False,False,,Sonstig,,Sattlerstraße,62,,06237,,03461 / 84 57 50,knowak@paritaet-lsa.de,https://www.pswgmbh-lsa.de/behindertenhilfe/angebote-und-einrichtungen/tagesstaette-leuna/,,,,,Saalekreis,,,,,,In einer Gruppe,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme,Freizeit- und Arbeitsangebote,(Beschäftigungs-)Tagesstätten; Weitere Angebote,Erwachsene; Betroffene,Vor Ort,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
249,e6d8b491-d61a-4509-b501-d1aabc18ba37,ANKER Ambulant betreutes Wohnen für Menschen mit Suchtproblemen und psychischen Erkrankungen Halle,Wohnen,51.4691103,11.9274175,True,False,Halle,F11102,F11102,updated mehr,False,False,True,,Sonstig,,Telemannstraße,11,,06124,,0345 4788477,anker@awo-halle-merseburg.de,https://www.awo-halle-merseburg.de/angebote/beratung-und-unterstuetzung/anker-beratung-und-begleitung-fuer-menschen-mit-suchtproblemen-und-psychischen-erkrankungen/,,,,,,,,,,,Nur Du,Durch Krankenkasse (anteilig) möglich,,Deutsch,Psychische Probleme; Sucht,Wohnen,Ambulant betreutes Wohnen,Betroffene,"Bei Dir (""aufsuchend"")",13:00:00-15:00:00,10:00:00-12:00:00,10:00:00-12:00:00,13:00:00-15:00:00,Geschlossen,Geschlossen,Geschlossen,,,,
252,10c38e7b-ea1e-4d80-82bb-f6df84a9acdb,Psychiatrische Institutsambulanz Stadthagen,Psychiatrische Behandlung,52.3195295,9.2114581,True,False,Stadthagen,F11109,"F11544",updated Kleinigkeiten,False,False,False,,Sonstig,,Am Krankenhaus,8,,31655,,05721 8905810,,https://burghof-klinik.de/institutsambulanz-stadthagen/,Tagesklinik: 05721 8905818,,,,Landkreis Schaumburg,,,,,,In einer Gruppe; Nur Du,Durch Krankenkasse (anteilig) möglich,,Deutsch,Psychische Probleme,Psychiatrische Behandlung,Ambulante Angebote,Betroffene,Vor Ort,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
253,b45318ff-c68c-49c6-9473-7c2de6ee5e1e,Sonnenschein Selbsthilfegruppe für Angehörige psychisch erkrankter Menschen Stadthagen,Selbsthilfe,52.3248343,9.204545733197723,True,False,Stadthagen,F11110,F11110,updated Kleinigkeiten,False,False,False,,Sonstig,,Echternstraße,5,,31655,,05723 740879,info@shg-sonnenschein.de,https://shg-sonnenschein.de/,"Folgender Rhythmus/Orte der Treffen:Jeden 2. Dienstag im Monat von 18:00 Uhr bis 19:30 Uhr bei der EUTB, Echternstraße 5 / Ecke Hundemarkt in 31655 Stadthagen",,,,Landkreis Schaumburg,,,,,,In einer Gruppe,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme,Selbsthilfe,Selbsthilfegruppen und -projekte,Angehörige; Erwachsene,Vor Ort,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
254,1ddc7e73-5a82-4f1c-b266-86f00639f820,SHG Treff Begegnungsstätte Stadthagen,Selbsthilfe,52.3149837,9.1986626,True,False,Stadthagen,F11111,F11111,updated Kleinigkeiten,False,False,False,,Sonstig,,Marienstraße,1a,,31655,,05721 8204326,begegnungsstaette@projekt-probsthagen.de,http://projekt-probsthagen.de/shg-treff/shg-treff-stadthagen/,,,,,Landkreis Schaumburg,,,,,,In einer Gruppe,es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme,Selbsthilfe,Selbsthilfegruppen und -projekte,Betroffene,Vor Ort,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
255,c56014f5-d5e7-46fd-b0a0-c36834f4c0eb,Tagesklinik für Psychiatrie und Psychotherapie Bitterfeld-Wolfen,Psychiatrische Behandlung,51.66193395,12.273507515540427,True,False,Bitterfeld-Wolfen,F11112,F11112,updated Kleinigkeiten,False,False,False,,Sonstig,,Robert-Koch-Straße,4,,06766,,03494 7999-11,npalm@gzbiwo.de,https://www.gzbiwo.de/kliniken-abteilungen/tagesklinik-fuer-psychiatrie-und-psychotherapie/,,,,,Landkreis Anhalt-Bitterfeld,,,,,,In einer Gruppe; Nur Du,Durch Krankenkasse (anteilig) möglich,,Deutsch,Psychische Probleme,Psychiatrische Behandlung,Stationäre und teilstationäre Angebote,Betroffene; Erwachsene,Vor Ort,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
251,d7085391-5be7-4689-b9f1-f7ed1dd6a6d5,Tagesstätte Naumburg,"Beratung,Freizeit- und Arbeitsangebote",51.1529293,11.8146117,True,False,Naumburg,F11108,F11108,updated mehr,False,False,False,,Sonstig,,Marienring,14,,06618,,03445-703155,hilfsverein-naumburg@t-online.de,https://www.hilfsverein-naumburg.de/naumburg/,,B,,,Burgenlandkreis,,,,,,In einer Gruppe; Nur Du,,,Deutsch,Psychische Probleme,Freizeit- und Arbeitsangebote; Beratung,(Beschäftigungs-)Tagesstätten; Allgemeine Beratung,Betroffene,Vor Ort,07:00:00-15:30:00,07:00:00-15:30:00,07:00:00-15:30:00,07:00:00-15:30:00,07:00:00-13:00:00,Geschlossen,Geschlossen,Psychische Erkrankungen ,,,
256,c84ebb39-9dc9-4231-9a36-b816316548b2,"Psychosoziales Zentrum PSZ ""Perlenfischer"" Bitterfeld-Wolfen",Beratung,51.6213853,12.324196158127355,True,False,Bitterfeld,F11114,F11114,updated mehr,False,False,False,,Sonstig,,Bismarckstraße,19,,06749,,(03493) 9223643,sachsen-anhalt@alexianer.de,https://www.alexianer-sachsen-anhalt.de/einrichtungen/alexianer-ambulante-dienste,,,,,Landkreis Anhalt-Bitterfeld,,,,,,Nur Du; In einer Gruppe,Durch Krankenkasse (anteilig) möglich,,Deutsch,Psychische Probleme,Beratung,Allgemeine Beratung,Betroffene,"Vor Ort; Bei Dir (""aufsuchend"")",Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
257,21d0c80e-70c9-4bcb-954e-0550f124a943,Allgemeine Sozialberatung Bitterfeld,Beratung,51.6214073,12.319122649734794,True,False,Bitterfeld,F11116,F10376,updated Kleinigkeiten,False,False,False,,Sonstig,,Walther-Rathenau-Straße,31,,06749,+49 3493 826639,+49 3493 24615,info@caritas-bitterfeld.de,https://www.caritas-magdeburg.de/unsere-hilfe-beratung/caritas-vor-ort/dekanate-im-bistum-magdeburg/dekanat-dessau/bitterfeld/beratung-bitterfeld/beratung-bitterfeld,,,,,Landkreis Anhalt-Bitterfeld,,,,,,Nur Du,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme,Beratung,Allgemeine Beratung,Betroffene,"Vor Ort; Bei Dir (""aufsuchend"")",Geschlossen,09:00:00-13:00:00,Geschlossen,13:00:00-17:00:00,Geschlossen,Geschlossen,Geschlossen,,,,
258,306be38b-2c18-4bea-bb72-5e4e5428b137,Sozialpsychiatrischer Dienst Landkreis Anhalt-Bitterfeld,Beratung,51.732597,11.978735687418673,True,False,Köthen,F11117,F11117,updated Kleinigkeiten,False,False,False,,Sonstig,,Am Flugplatz,1,,06359,,03496 60-1756,spdi@anhalt-bitterfeld.de,https://www.anhalt-bitterfeld.de/de/gesundheitsamt-1576072955/sozialpsychatrischer-dienst.html,,,"Montag: 09.00 - 12.00 UhrDienstag: 09.00 - 12.00 Uhr und 14.00 - 18.00 UhrMittwoch: 09.00 - 12.00 UhrDonnerstag: 09.00 - 12.00 Uhr und 14.00 - 18.00 UhrFreitag: 09.00 - 12.00 Uhr",,,,,,,,Nur Du,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme,Beratung,Sozialpsychiatrische Dienste,Betroffene; Angehörige,"Vor Ort; Bei Dir (""aufsuchend"")",Geschlossen,09:00:00-12:00:00,Geschlossen,09:00:00-12:00:00,09:00:00-12:00:00,Geschlossen,Geschlossen,,,,
260,24ce5171-19e1-4dab-8165-60b5e51c70e3,LIFE IS LIFE Selbsthilfegruppe Bad Belzig,Selbsthilfe,52.1408415,12.586627045275023,True,False,Bad Belzig,F11121,F11121,updated Kleinigkeiten,False,False,False,,,,Magdeburger Straße,12,,14806,,+49 175 9389493,selbsthilfe-pm@awo-potsdam.de,https://kis-pm.de/selbsthilfegruppe/life-is-life/,,,Treffpunkt: Begegnungsstätte „Lichthof“,,Landkreis Potsdam-Mittelmark,,,,,,In einer Gruppe,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme,Selbsthilfe,Selbsthilfegruppen und -projekte,Betroffene,Vor Ort,Geschlossen,Geschlossen,12:00:00-14:00:00,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,mehrmals/regelmäßig,,
261,6d28b8d9-9e1f-4cff-9168-51def0ffeb21,Sozialpsychiatrischer Dienst Werder (Havel),Beratung,52.3754055,12.9369642,True,False,Werder,F11122,F11118,updated Kleinigkeiten,False,False,False,,Sonstig,,Am Gutshof,1-7,,14542,,03327 739-200,gesundheitsamt@potsdam-mittelmark.de,https://www.potsdam-mittelmark.de/nc/de/buergerservice/dienstleistungen-a-bis-z/?tx_tlscotty_scotty%5Buid%5D=453&tx_tlscotty_scotty%5Baction%5D=showDetails&tx_tlscotty_scotty%5Bcontroller%5D=EJ7Interlock&cHash=3b8be0b85aa10d1352daadf580f73d59,,,,,Landkreis Potsdam-Mittelmark,,,,,,Nur Du,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme,Beratung,Sozialpsychiatrische Dienste,Betroffene; Angehörige,"Vor Ort; Bei Dir (""aufsuchend"")",Geschlossen,09:00:00-12:00:00,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
259,8efab5e5-a22b-44de-bd11-020436a97d1e,Kontakt- und Beratungsstelle Lichthof Bad Belzig,Beratung,52.1408415,12.586627045275023,True,False,Bad Belzig,F11120,F11120,updated Kleinigkeiten,False,False,False,,Sonstig,,Magdeburger Straße,12,,14806,,+49 33841 439 60,slangner@lafim.de,https://lafim.de/einrichtung/bad-belzig-betriebsstaette/,,,,,Landkreis Potsdam-Mittelmark,,,,,,Nur Du,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme,Beratung,Allgemeine Beratung,Betroffene; Angehörige,Vor Ort,09:00:00-14:00:00,08:00:00-18:00:00,09:00:00-14:00:00,09:00:00-14:00:00,09:00:00-13:00:00,Geschlossen,Geschlossen,,,,
263,99c26af7-8930-45c4-9efa-5a6e252b2c7f,Psychiatrische Tagesklinik Werder,Psychiatrische Behandlung,52.3773671,12.9369676,True,False,Bliesendorf,F11124,F11124,updated Kleinigkeiten,False,False,False,,Sonstig,,Unter den Linden,1,,14542,03327 73172-19,(03327) 73 172-10,tkw.brandenburg@asklepios.com,https://www.asklepios.com/brandenburg/experten/psychiatrie/tagesklinik/tagesklinik-werder/,,,,,Landkreis Potsdam-Mittelmark,,,,,,In einer Gruppe; Nur Du,Durch Krankenkasse (anteilig) möglich,,Deutsch,Psychische Probleme,Psychiatrische Behandlung,Stationäre und teilstationäre Angebote,Betroffene; Erwachsene,Vor Ort,08:00:00-16:00:00,08:00:00-16:00:00,08:00:00-16:00:00,08:00:00-16:00:00,07:45:00-15:45:00,Geschlossen,Geschlossen,,,,
262,49a0cd8b-814f-4440-8b69-7f48ec578112,Psychosoziale Beratung Werder,Beratung,52.3754055,12.9369642,True,False,Werder,F11123,F11123,updated Kleinigkeiten,False,False,False,,Sonstig,,Am Gutshof,1-7,,14542,03327 / 570872 ,03327 / 570866 ,werder@salus-ambulanz.de,https://www.salus-kliniken.de/ambulanz-psychosoziale-beratung/psychosoziale-beratung/standorte/werder/,,,,,Landkreis Potsdam-Mittelmark,,,,,,Nur Du,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme,Beratung,Allgemeine Beratung,Betroffene; Erwachsene,Vor Ort,Geschlossen,09:00:00-17:30:00,Geschlossen,09:00:00-15:00:00,09:00:00-15:00:00,Geschlossen,Geschlossen,,,,
264,d29bd7f0-d5b1-444b-b816-4d6c56a69392,Beratungsstelle für Menschen mit psychischen Erkrankungen Beelitz,Beratung,52.235977,12.974429761599627,True,False,Beelitz,F11125,F11125,updated Kleinigkeiten,False,False,False,,Sonstig,,Clara-Zetkin-Str.,196,,14547,,033204 - 6176 38,,https://www.potsdam-mittelmark.de/fileadmin/Redakteure/Bilder/Bildung%20%26%20Soziales/PDF/Netzwerkbroschuere_Planregion_2.pdf,,,,,Landkreis Potsdam-Mittelmark,,,,,,Nur Du,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme,Beratung,Allgemeine Beratung,Betroffene,Vor Ort,Geschlossen,Geschlossen,Geschlossen,09:00:00-12:00:00,Geschlossen,Geschlossen,Geschlossen,,,,
267,073957e0-55f6-4ac2-b8b2-5daab62509ed,Beratung von Betroffenen und deren Angehörigen bei psychischen – oder Suchtproblemen / Hilfe in Krisensituationen Bernau,Beratung,52.6815564,13.5925354,True,False,Bernau,F11129,F11129,updated Kleinigkeiten,False,False,False,,Sonstig,,Jahnstraße,45,,16321,,03338 39893-1601,gesundheitsamt@kvbarnim.de,https://www.barnim.de/verwaltung-politik/aemter-leistungen/dienstleistung/beratung-von-betroffenen-und-deren-angehoerigen-bei-psychischen-oder-suchtproblemen-/-hilfe-in-krisensituationen,,,,,Landkreis Barnim,,,,,,Nur Du,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme,Beratung,Allgemeine Beratung; Krisendienste,Erwachsene; Betroffene; Angehörige,"Vor Ort; Bei Dir (""aufsuchend""); Online / Digital / Telefonisch",Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
268,637ebd6c-c885-4844-98a9-49963ec958db,Werner Forßmann Klinikum Sozialdienst,Beratung,52.828912349999996,13.791840237986808,True,False,Eberswalde-Finow,F11130,F11130,updated Kleinigkeiten,False,False,False,,Sonstig,,Rudolf-Breitscheid-Straße,100,,16225,03334 23121,03334 69-2445,sozialdienst@klinikum-barnim.de,https://www.glg-gesundheit.de/krankenhaeuser/glg-werner-forssmann-klinikum-eberswalde/aufenthalt-service/sozialdienst/,,,,,Landkreis Barnim,,,,,Diagnose-übergreifend,Nur Du,durch Krankenkasse (anteilig) möglich,,Deutsch,Psychische Probleme,Beratung,Allgemeine Beratung,Betroffene,Vor Ort,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
269,9b8750d7-2133-47d4-b56b-ce19e074927d,"Martin Gropius Krankenhaus Klinik für Psychiatrie, Psychotherapie und Psychosomatik",Psychiatrische Behandlung,52.8445387,13.8286708,True,False,Eberswalde-Finow,F11131,F11131,alles uptodate,False,False,False,,Sonstig,,Oderberger-Straße,8,,16225,03334 53-389,03334 53-267,psych@mgkh.de,https://www.glg-gesundheit.de/krankenhaeuser/glg-martin-gropius-krankenhaus-eberswalde/behandlungsspektrum/psychiatrie-und-psychotherapie/,,,,,Landkreis Barnim,,,,,Diagnose-übergreifend,In einer Gruppe; Nur Du,durch Krankenkasse (anteilig) möglich,,Deutsch,Psychische Probleme,Psychiatrische Behandlung,Stationäre und teilstationäre Angebote,Betroffene; Erwachsene,Vor Ort,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
273,d289e5a6-37f3-4ea0-b390-b772394e852e,Allgemeine Soziale Beratung Potsdam,Beratung,52.40086735,13.052391240347273,True,False,Potsdam,F11135,F11135,updated Kleinigkeiten,False,False,False,,Sonstig,,Lindenstr.,56,,14467,(0331) 280 73-33   , (0331) 280 73-16 ,sozialberatung.potsdam@ejf.de,https://www.ejf.de/arbeitsbereiche/beratung/allgemeine-soziale-beratung/allgemeine-soziale-beratung-im-beratungshaus-lindenstrasse-potsdam.html,,,"offene Sprechstunde, dienstags von 10 - 12 Uhr",,,,,,,,Nur Du,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme,Beratung,Allgemeine Beratung,Betroffene,Vor Ort,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
271,008a01e4-321b-468f-b0a4-e56b024c71fd,Sozialpsychiatrischer Dienst Templin,Beratung,53.1216872,13.5083398,True,False,Prenzlau,F11133,F11133,updated Kleinigkeiten,False,False,False,,Sonstig,,Prenzlauer Allee,7,,17268,,03987 412353,gesundheitsamt@uckermark.de,"https://www.uckermark.de/Leben-Soziales-Gesundheit/Gesundheitsdienst/Sozialpsychiatrischer-Dienst-/index.php?La=1&object=tx,3615.5305.1&kuo=2&sub=0",,,,,Landkreis Uckermark,,,,,,Nur Du,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme,Beratung,Sozialpsychiatrische Dienste,Betroffene; Angehörige,"Vor Ort; Bei Dir (""aufsuchend"")",Geschlossen,08:00:00-12:00:00,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
265,9942e92b-55c8-482b-9c22-e40074cb453a,Sozialpsychiatrischer Dienst Bad Belzig,Beratung,52.143475249999995,12.584526266684206,True,False,Bad Belzig,F11127,F11118,updated Kleinigkeiten,False,False,False,,Sonstig,,Steinstraße,14,,14806,033841 91-377,"033841 91-361, -248",gesundheitsamt@potsdam-mittelmark.de,https://www.potsdam-mittelmark.de/nc/de/buergerservice/dienstleistungen-a-bis-z/?tx_tlscotty_scotty%5Buid%5D=453&tx_tlscotty_scotty%5Baction%5D=showDetails&tx_tlscotty_scotty%5Bcontroller%5D=EJ7Interlock&cHash=3b8be0b85aa10d1352daadf580f73d59,,,,,Landkreis Potsdam-Mittelmark,,,,,,Nur Du,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme,Beratung,Sozialpsychiatrische Dienste,Betroffene; Angehörige,"Vor Ort; Bei Dir (""aufsuchend"")",Geschlossen,09:00:00-12:00:00,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
272,e9887914-da55-4e81-ba9a-9a89477d9bdd,Kontakt- und Beratungsstellen für psychisch Kranke Prenzlau,Beratung,53.3078697,13.8712138,True,False,Prenzlau,F11134,F11134,updated Kleinigkeiten,False,False,False,,Sonstig,,Mühlmannstraße,7a,,17291,,03984 71101,kub-prenzlau@volkssolidaritaet.de,https://www.volkssolidaritaet-brandenburg.de/beitraege/landesgeschaeftsstelle-psychosoziale-hilfe/,,,,,Landkreis Uckermark,,,,,,Nur Du; In einer Gruppe,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme,Beratung,Allgemeine Beratung,Erwachsene; Betroffene,Vor Ort,08:00:00-16:00:00,08:00:00-16:00:00,08:00:00-16:00:00,08:00:00-16:00:00,Geschlossen,Geschlossen,Geschlossen,,,,
270,bb75bbf9-8a4d-4118-ba5c-623f914af399,Sozialpsychiatrischer Dienst Eberswalde,Beratung,52.833114249999994,13.819119138193152,True,False,Eberswalde-Finow,F11132,F11132,updated Kleinigkeiten,False,False,False,,Sonstig,,Am Markt,1,,16225,03334 / 214 2 601,03334 / 214 1 601,gesundheitsamt@kvbarnim.de,https://www.info-sozial.de/datenbank/adressen.php?id=3184,,,,,Landkreis Barnim,,,,,,Nur Du,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme,Beratung,Sozialpsychiatrische Dienste,Betroffene,"Vor Ort; Bei Dir (""aufsuchend"")",Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
274,54bb0a3f-8284-45a6-af91-eae19e918943,Betreuungsstelle Templin,Beratung,53.1120616,13.516037527416522,True,False,Templin,F11136,F11136,updated Kleinigkeiten,False,False,False,,Sonstig,,Dargersdorfer Straße,58,,17268,03987-4 07 72,03987-5 29 91,templin@lebenshilfe-betreuungsverein.de,http://www.lebenshilfe-betreuungsverein.de/standorte/templin,,,,,Landkreis Uckermark,,,,,,Nur Du,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme,Beratung,Allgemeine Beratung,Betroffene,Vor Ort,Geschlossen,14:00:00-17:00:00,09:00:00-15:00:00,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
281,90ad4bfd-5c25-4d3b-b831-5205e1d3ff1c,KIGS – Kontakt- und Informationsstelle für gesundheitliche Selbsthilfe Ulm-Biberach,Selbsthilfe,48.097134193346534,9.791213316683166,True,False,Biberach,NR006,NR006,updated Kleinigkeiten,False,False,False,ja,Sonstig,,Zeppelinring,2-4,,88400,073 51 / 501-511 04 073 51 / 501-512 61, 0711 6525-14171 oder -20405,kigs-bc@bw.aok.de,https://www.sekis-bw.de/lag-kiss/?print=print,,,Mo-Fr 8.30-16 Uhr 073 51 / 501-261,,Landkreis Biberach,,,,,Diagnose-übergreifend,Nur Du,es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme,Selbsthilfe,Selbsthilfekontakt- und Beratungsstellen,Angehörige; Betroffene; Erwachsene,Vor Ort; Online / Digital / Telefonisch,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Andere Erkrankungen; Psychische Erkrankungen ,,,
